# Sources: ESCO v1.2.1 (European Commission) + O*NET 29.0 (USDOL/ETA)
# See THIRD_PARTY_NOTICES.md.
# version_date: 2026-05-11
# source: O*NET Resource Center ESCO crosswalk (https://www.onetcenter.org/crosswalks.html)
esco_uri,esco_code,esco_title,onet_soc_code,onet_soc_title
http://data.europa.eu/esco/occupation/7226c10f-701b-4711-8843-140aace12c6f,1111.1,city councillor,11-1031.00,Legislators
http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727,1111.2,government minister,11-1031.00,Legislators
http://data.europa.eu/esco/occupation/d63789ac-74b5-40e3-b890-685513c38e12,1111.3,governor,11-1011.00,Chief Executives
http://data.europa.eu/esco/occupation/d63789ac-74b5-40e3-b890-685513c38e12,1111.3,governor,11-1031.00,Legislators
http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,1111.4,mayor,11-1011.00,Chief Executives
http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,1111.4,mayor,11-1031.00,Legislators
http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,1111.5,member of parliament,11-1031.00,Legislators
http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9,1111.6,secretary of state,11-1011.00,Chief Executives
http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9,1111.6,secretary of state,11-1031.00,Legislators
http://data.europa.eu/esco/occupation/73c3f018-71ce-4dc1-abdd-14cea7873717,1111.7,senator,11-1031.00,Legislators
http://data.europa.eu/esco/occupation/9e4269d5-e10e-4f49-ac99-65c833f933a2,1112.1,central bank governor,43-3071.00,Tellers
http://data.europa.eu/esco/occupation/a8d05b64-f60b-4dd9-91c2-e2e63d82f2f5,1112.2,consul,11-9199.00,"Managers, All Other"
http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,1112.3,diplomat,13-1111.00,Management Analysts
http://data.europa.eu/esco/occupation/190ec9a5-938c-45a5-bd9c-c12b1af33353,1112.3.1,ambassador,11-9199.00,"Managers, All Other"
http://data.europa.eu/esco/occupation/a2494c65-11a8-4853-9371-c89333c33be1,1112.3.2,embassy counsellor,13-1111.00,Management Analysts
http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,1112.4,fire commissioner,11-1021.00,General and Operations Managers
http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,1112.4,fire commissioner,11-9161.00,Emergency Management Directors
http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,1112.4,fire commissioner,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,1112.4,fire commissioner,33-2011.00,Firefighters
http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,1112.4,fire commissioner,33-2021.00,Fire Inspectors and Investigators
http://data.europa.eu/esco/occupation/f2413988-f76a-4636-a4b1-9952517aa21f,1112.4,fire commissioner,33-2022.00,Forest Fire Inspectors and Prevention Specialists
http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,1112.5,police commissioner,33-1011.00,First-Line Supervisors of Correctional Officers
http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,1112.5,police commissioner,33-1012.00,First-Line Supervisors of Police and Detectives
http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,1112.5,police commissioner,33-3021.00,Detectives and Criminal Investigators
http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,1112.5,police commissioner,33-3021.02,Police Identification and Records Officers
http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,1112.5,police commissioner,33-3041.00,Parking Enforcement Workers
http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,1112.5,police commissioner,33-3051.00,Police and Sheriff's Patrol Officers
http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,1112.5,police commissioner,33-3052.00,Transit and Railroad Police
http://data.europa.eu/esco/occupation/2ae275fe-4f11-4a38-9e95-d466d74b42a3,1112.5,police commissioner,43-5031.00,Public Safety Telecommunicators
http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,1112.6,public administration manager,11-1011.00,Chief Executives
http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,1112.6,public administration manager,11-1021.00,General and Operations Managers
http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12,1112.7,secretary general,11-1011.00,Chief Executives
http://data.europa.eu/esco/occupation/e9cf8b24-6b8b-47cc-9dd3-b601aa135960,1114.1,special-interest groups' official,13-1075.00,Labor Relations Specialists
http://data.europa.eu/esco/occupation/93dfef83-579c-4bef-b0ba-d41ee9cbda85,1120.1,animal facility manager,11-9199.00,"Managers, All Other"
http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,1120.3,chief executive officer,11-1011.00,Chief Executives
http://data.europa.eu/esco/occupation/4be4ea31-1211-4f0c-82bb-f6fe10791f4d,1120.3.1,airport chief executive,11-1011.00,Chief Executives
http://data.europa.eu/esco/occupation/c64a6e4e-5b38-4f93-b26d-aded817aeaf3,1120.4,chief operating officer,11-1011.00,Chief Executives
http://data.europa.eu/esco/occupation/c64a6e4e-5b38-4f93-b26d-aded817aeaf3,1120.4,chief operating officer,11-1021.00,General and Operations Managers
http://data.europa.eu/esco/occupation/070e94a8-a933-4557-9b95-fefe7f4f1763,1120.5,public employment service manager,11-3121.00,Human Resources Managers
http://data.europa.eu/esco/occupation/070e94a8-a933-4557-9b95-fefe7f4f1763,1120.5,public employment service manager,13-1075.00,Labor Relations Specialists
http://data.europa.eu/esco/occupation/070e94a8-a933-4557-9b95-fefe7f4f1763,1120.5,public employment service manager,21-1015.00,Rehabilitation Counselors
http://data.europa.eu/esco/occupation/73b10c97-b003-45dc-a36d-c1d585c04be1,1120.6,social entrepreneur,11-1011.00,Chief Executives
http://data.europa.eu/esco/occupation/30f3ea93-882a-4525-841c-1d5b4b64076f,1211.1,financial manager,11-3031.00,Financial Managers
http://data.europa.eu/esco/occupation/30f3ea93-882a-4525-841c-1d5b4b64076f,1211.1,financial manager,11-3031.01,Treasurers and Controllers
http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,1211.1.1,accounting manager,11-3031.01,Treasurers and Controllers
http://data.europa.eu/esco/occupation/b680251e-b3c7-4029-9849-66a95081801c,1211.1.2,bank treasurer,11-3031.00,Financial Managers
http://data.europa.eu/esco/occupation/b680251e-b3c7-4029-9849-66a95081801c,1211.1.2,bank treasurer,11-3031.01,Treasurers and Controllers
http://data.europa.eu/esco/occupation/b680251e-b3c7-4029-9849-66a95081801c,1211.1.2,bank treasurer,43-3071.00,Tellers
http://data.europa.eu/esco/occupation/44e0c015-309d-4f67-98a3-1e036966ed7f,1211.1.3,budget manager,11-3031.01,Treasurers and Controllers
http://data.europa.eu/esco/occupation/44e0c015-309d-4f67-98a3-1e036966ed7f,1211.1.3,budget manager,13-2031.00,Budget Analysts
http://data.europa.eu/esco/occupation/44e0c015-309d-4f67-98a3-1e036966ed7f,1211.1.3,budget manager,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
http://data.europa.eu/esco/occupation/3e1a2f3c-20d6-4d33-aa6f-63cd2a32698d,1211.1.4,corporate treasurer,11-3031.00,Financial Managers
http://data.europa.eu/esco/occupation/3e1a2f3c-20d6-4d33-aa6f-63cd2a32698d,1211.1.4,corporate treasurer,11-3031.01,Treasurers and Controllers
http://data.europa.eu/esco/occupation/96e88e86-f2c7-42e6-a2b2-17e4f08d4ee0,1212.1,employee volunteering programme coordinator,11-2033.00,Fundraising Managers
http://data.europa.eu/esco/occupation/96e88e86-f2c7-42e6-a2b2-17e4f08d4ee0,1212.1,employee volunteering programme coordinator,41-9041.00,Telemarketers
http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,1212.2,human resources manager,11-3111.00,Compensation and Benefits Managers
http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,1212.2,human resources manager,11-3121.00,Human Resources Managers
http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,1212.2,human resources manager,13-1071.00,Human Resources Specialists
http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,1212.2,human resources manager,13-1075.00,Labor Relations Specialists
http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,1212.2,human resources manager,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
http://data.europa.eu/esco/occupation/949ab84f-5d76-4139-a568-45691b7ebc53,1212.2.1,equality and inclusion manager,11-3111.00,Compensation and Benefits Managers
http://data.europa.eu/esco/occupation/949ab84f-5d76-4139-a568-45691b7ebc53,1212.2.1,equality and inclusion manager,11-3121.00,Human Resources Managers
http://data.europa.eu/esco/occupation/949ab84f-5d76-4139-a568-45691b7ebc53,1212.2.1,equality and inclusion manager,13-1041.03,Equal Opportunity Representatives and Officers
http://data.europa.eu/esco/occupation/949ab84f-5d76-4139-a568-45691b7ebc53,1212.2.1,equality and inclusion manager,13-1075.00,Labor Relations Specialists
http://data.europa.eu/esco/occupation/3d999108-f37a-4087-a936-b2911240b8c2,1212.3,volunteer manager,11-2033.00,Fundraising Managers
http://data.europa.eu/esco/occupation/3d999108-f37a-4087-a936-b2911240b8c2,1212.3,volunteer manager,21-2021.00,"Directors, Religious Activities and Education"
http://data.europa.eu/esco/occupation/3d999108-f37a-4087-a936-b2911240b8c2,1212.3,volunteer manager,41-9041.00,Telemarketers
http://data.europa.eu/esco/occupation/64e38ce7-3901-4261-bfee-77c7a77397f2,1213.2,policy manager,11-9199.02,Compliance Managers
http://data.europa.eu/esco/occupation/64e38ce7-3901-4261-bfee-77c7a77397f2,1213.2,policy manager,19-2041.01,Climate Change Policy Analysts
http://data.europa.eu/esco/occupation/d00b4607-c4fe-4f3e-8974-29401e23223c,1213.2.1,social security administrator,11-9151.00,Social and Community Service Managers
http://data.europa.eu/esco/occupation/d00b4607-c4fe-4f3e-8974-29401e23223c,1213.2.1,social security administrator,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
http://data.europa.eu/esco/occupation/d00b4607-c4fe-4f3e-8974-29401e23223c,1213.2.1,social security administrator,43-4061.00,"Eligibility Interviewers, Government Programs"
http://data.europa.eu/esco/occupation/4f49df98-98b8-4a9e-98ad-9c5557817eba,1213.2.2,strategic planning manager,11-1021.00,General and Operations Managers
http://data.europa.eu/esco/occupation/e246eca2-2cec-45b4-ae76-aa1f37d07bc5,1213.2.3,tourism policy director,13-1161.00,Market Research Analysts and Marketing Specialists
http://data.europa.eu/esco/occupation/91f93dc4-1b71-4053-b6fb-c579ec19303a,1213.3,procurement department manager,11-3061.00,Purchasing Managers
http://data.europa.eu/esco/occupation/91f93dc4-1b71-4053-b6fb-c579ec19303a,1213.3,procurement department manager,43-3061.00,Procurement Clerks
http://data.europa.eu/esco/occupation/c94f3565-d987-431f-a46b-6f4e018e0bd7,1213.4,programme manager,13-1082.00,Project Management Specialists
http://data.europa.eu/esco/occupation/c94f3565-d987-431f-a46b-6f4e018e0bd7,1213.4,programme manager,15-1299.09,Information Technology Project Managers
http://data.europa.eu/esco/occupation/3c136897-4e0e-41ef-bb57-d8152323b93a,1219.1,business service manager,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
http://data.europa.eu/esco/occupation/b42c5ed4-c6e4-4694-934f-96127719cc43,1219.1.1,facilities manager,11-3013.00,Facilities Managers
http://data.europa.eu/esco/occupation/b42c5ed4-c6e4-4694-934f-96127719cc43,1219.1.1,facilities manager,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9,1219.1.2,security manager,11-3013.01,Security Managers
http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9,1219.1.2,security manager,11-9199.08,Loss Prevention Managers
http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9,1219.1.2,security manager,13-1199.07,Security Management Specialists
http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9,1219.1.2,security manager,33-1091.00,First-Line Supervisors of Security Workers
http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9,1219.1.2,security manager,33-9099.02,Retail Loss Prevention Specialists
http://data.europa.eu/esco/occupation/1313aeea-63a9-4b4d-82d1-dbe00ff9ed10,1219.2,corporate social responsibility manager,11-1011.03,Chief Sustainability Officers
http://data.europa.eu/esco/occupation/8b26eec6-7497-4218-8364-9b5983b04ae7,1219.3,defence administration officer,11-3012.00,Administrative Services Managers
http://data.europa.eu/esco/occupation/8b26eec6-7497-4218-8364-9b5983b04ae7,1219.3,defence administration officer,13-1111.00,Management Analysts
http://data.europa.eu/esco/occupation/94e0bedd-e56e-42be-a5a4-b74a260f437c,1219.4,department manager,11-9199.00,"Managers, All Other"
http://data.europa.eu/esco/occupation/680831bb-64fc-4fc8-ae58-c450327d9700,1219.5,manufacturing facility manager,11-3013.00,Facilities Managers
http://data.europa.eu/esco/occupation/81cc1583-3614-4207-8e54-00b8cd4ddf09,1219.5.1,chemical plant manager,11-3051.00,Industrial Production Managers
http://data.europa.eu/esco/occupation/81cc1583-3614-4207-8e54-00b8cd4ddf09,1219.5.1,chemical plant manager,11-3051.03,Biofuels Production Managers
http://data.europa.eu/esco/occupation/0552ff45-b282-455c-b431-fb05a0e00801,1219.5.2,foundry manager,11-3051.00,Industrial Production Managers
http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5,1219.5.3,power plant manager,11-3051.02,Geothermal Production Managers
http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5,1219.5.3,power plant manager,11-3051.04,Biomass Power Plant Managers
http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5,1219.5.3,power plant manager,11-3051.06,Hydroelectric Production Managers
http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5,1219.5.3,power plant manager,11-9199.09,Wind Energy Operations Managers
http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5,1219.5.3,power plant manager,11-9199.10,Wind Energy Development Managers
http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5,1219.5.3,power plant manager,51-8012.00,Power Distributors and Dispatchers
http://data.europa.eu/esco/occupation/546ec458-e2a4-4cb1-ac17-553d314ac2e2,1219.5.4,water treatment plant manager,17-2051.02,Water/Wastewater Engineers
http://data.europa.eu/esco/occupation/546ec458-e2a4-4cb1-ac17-553d314ac2e2,1219.5.4,water treatment plant manager,51-8031.00,Water and Wastewater Treatment Plant and System Operators
http://data.europa.eu/esco/occupation/b633af32-c8c0-4481-9971-7932ea4b16b5,1219.5.5,wood factory manager,11-1021.00,General and Operations Managers
http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,1219.6,project manager,11-9041.00,Architectural and Engineering Managers
http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,1219.6,project manager,13-1082.00,Project Management Specialists
http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5,1219.6,project manager,15-1299.09,Information Technology Project Managers
http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3,1219.7,quality services manager,11-3051.01,Quality Control Systems Managers
http://data.europa.eu/esco/occupation/04b52c04-0620-4558-8f89-e252de2963ff,1221.1,auction house manager,11-2022.00,Sales Managers
http://data.europa.eu/esco/occupation/c530b0ee-46f8-40fb-818c-d9b44b891cb9,1221.2,banking products manager,11-3031.00,Financial Managers
http://data.europa.eu/esco/occupation/0ddbf393-38f1-4c22-b14c-fe775008f321,1221.3,chief marketing officer,11-2021.00,Marketing Managers
http://data.europa.eu/esco/occupation/425ed170-bf90-42c9-b5bd-148282ed96ff,1221.3.1,destination manager,11-2032.00,Public Relations Managers
http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c,1221.3.2,marketing manager,11-2011.00,Advertising and Promotions Managers
http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c,1221.3.2,marketing manager,11-2021.00,Marketing Managers
http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c,1221.3.2.1,sales manager,11-2022.00,Sales Managers
http://data.europa.eu/esco/occupation/dab60fc6-c16e-4de7-b969-b323784f5a49,1221.3.2.1.1,category manager,11-2022.00,Sales Managers
http://data.europa.eu/esco/occupation/dab60fc6-c16e-4de7-b969-b323784f5a49,1221.3.2.1.1,category manager,11-3061.00,Purchasing Managers
http://data.europa.eu/esco/occupation/7a031723-2b2c-4fdd-8ed5-30d67088b8b8,1221.3.2.1.2,licensing manager,11-9199.01,Regulatory Affairs Managers
http://data.europa.eu/esco/occupation/7a031723-2b2c-4fdd-8ed5-30d67088b8b8,1221.3.2.1.2,licensing manager,13-1041.07,Regulatory Affairs Specialists
http://data.europa.eu/esco/occupation/1663e9d9-857b-4efa-9ab6-886c7fc763f6,1221.3.2.1.3,motor vehicle aftersales manager,11-2022.00,Sales Managers
http://data.europa.eu/esco/occupation/1dd7c3cb-2d58-4dad-ae15-c9081174ab7e,1221.3.2.1.4,online sales channel manager,11-2022.00,Sales Managers
http://data.europa.eu/esco/occupation/1dd7c3cb-2d58-4dad-ae15-c9081174ab7e,1221.3.2.1.4,online sales channel manager,13-1199.06,Online Merchants
http://data.europa.eu/esco/occupation/d954fd71-0e2f-4cf9-85f0-c040fa6cbda9,1221.3.3,promotion manager,11-2011.00,Advertising and Promotions Managers
http://data.europa.eu/esco/occupation/d954fd71-0e2f-4cf9-85f0-c040fa6cbda9,1221.3.3,promotion manager,11-2021.00,Marketing Managers
http://data.europa.eu/esco/occupation/d954fd71-0e2f-4cf9-85f0-c040fa6cbda9,1221.3.3,promotion manager,11-2022.00,Sales Managers
http://data.europa.eu/esco/occupation/2d3d7188-47ab-49b9-9045-e452d9db06f1,1221.4,commercial director,11-2021.00,Marketing Managers
http://data.europa.eu/esco/occupation/dc97adbe-f807-4ad8-8f3c-c24b3416cdef,1221.5,digital marketing manager,11-2021.00,Marketing Managers
http://data.europa.eu/esco/occupation/dc97adbe-f807-4ad8-8f3c-c24b3416cdef,1221.5,digital marketing manager,13-1161.01,Search Marketing Strategists
http://data.europa.eu/esco/occupation/6ce3c372-408b-4c46-86d8-ad6b9255d686,1221.6,tourism product manager,11-1021.00,General and Operations Managers
http://data.europa.eu/esco/occupation/cd7b838c-51f6-41ec-9067-bb974c0f991b,1222.1,communication manager,11-2032.00,Public Relations Managers
http://data.europa.eu/esco/occupation/cd7b838c-51f6-41ec-9067-bb974c0f991b,1222.1,communication manager,27-3031.00,Public Relations Specialists
http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432,1222.1.1,advertising manager,11-2011.00,Advertising and Promotions Managers
http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432,1222.1.1,advertising manager,11-2032.00,Public Relations Managers
http://data.europa.eu/esco/occupation/6cc19251-763b-4de1-b4f7-526c9ff732d2,1222.1.2,public relations manager,11-2032.00,Public Relations Managers
http://data.europa.eu/esco/occupation/6cc19251-763b-4de1-b4f7-526c9ff732d2,1222.1.2,public relations manager,27-3031.00,Public Relations Specialists
http://data.europa.eu/esco/occupation/9f508305-80ce-4111-8722-f2c9b4a44890,1223.1,product manager,11-9199.00,"Managers, All Other"
http://data.europa.eu/esco/occupation/73856e9e-eca2-44c2-bb3c-aaedf4b25979,1223.1.1,insurance product manager,15-2011.00,Actuaries
http://data.europa.eu/esco/occupation/73856e9e-eca2-44c2-bb3c-aaedf4b25979,1223.1.1,insurance product manager,41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel"
http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,1223.2,research and development manager,11-9121.00,Natural Sciences Managers
http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,1223.2,research and development manager,11-9121.01,Clinical Research Coordinators
http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,1223.2,research and development manager,13-1082.00,Project Management Specialists
http://data.europa.eu/esco/occupation/1488589a-7b83-471d-b094-492f5616f4e0,1223.2.1,product development manager,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117,1223.2.1.1,clothing development manager,11-2021.00,Marketing Managers
http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117,1223.2.1.1,clothing development manager,11-9199.00,"Managers, All Other"
http://data.europa.eu/esco/occupation/ef6020f9-11b4-4d1a-96e0-903331594121,1223.2.1.2,footwear product development manager,11-3051.00,Industrial Production Managers
http://data.europa.eu/esco/occupation/62001bb7-4611-4b61-903e-d98589c0821a,1223.2.1.3,games development manager,11-9199.00,"Managers, All Other"
http://data.europa.eu/esco/occupation/ada3fc30-c205-4279-90b8-ed5c7c467626,1223.2.1.4,leather goods product development manager,11-3051.00,Industrial Production Managers
http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,1223.2.2,research manager,11-9121.00,Natural Sciences Managers
http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,1223.2.2,research manager,11-9121.01,Clinical Research Coordinators
http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,1223.2.2,research manager,29-9092.00,Genetic Counselors
http://data.europa.eu/esco/occupation/9db7d74c-b46d-45c0-b611-6bcb7456ecc6,1223.2.2.1,ICT research manager,15-1221.00,Computer and Information Research Scientists
http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f,1311.1,forester,19-1031.02,Range Managers
http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f,1311.1,forester,19-1032.00,Foresters
http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f,1311.1,forester,19-4071.00,Forest and Conservation Technicians
http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f,1311.1,forester,33-2022.00,Forest Fire Inspectors and Prevention Specialists
http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f,1311.1,forester,33-3031.00,Fish and Game Wardens
http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f,1311.1,forester,37-3013.00,Tree Trimmers and Pruners
http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f,1311.1,forester,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f,1311.1,forester,45-3031.00,Fishing and Hunting Workers
http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f,1311.1,forester,45-4011.00,Forest and Conservation Workers
http://data.europa.eu/esco/occupation/4fe4b1f1-e84d-4056-b062-83d5a64fc571,1312.1,aquaculture harvesting manager,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
http://data.europa.eu/esco/occupation/a5826284-14fb-4866-b9be-69ce69db1b71,1312.2,aquaculture husbandry manager,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
http://data.europa.eu/esco/occupation/5945cba8-19a4-4632-8a8f-4186e2bad1a3,1312.3,aquaculture production manager,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
http://data.europa.eu/esco/occupation/caa75a5b-b32f-4d57-bffa-03dbb91058cf,1321.1,green coffee coordinator,51-1011.00,First-Line Supervisors of Production and Operating Workers
http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee,1321.2,manufacturing manager,11-3051.00,Industrial Production Managers
http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5,1321.2.1,industrial production manager,11-3051.00,Industrial Production Managers
http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5,1321.2.1,industrial production manager,51-1011.00,First-Line Supervisors of Production and Operating Workers
http://data.europa.eu/esco/occupation/0d21a30d-25d9-427b-b8e4-339408425ff5,1321.2.1.1,chemical production manager,11-3051.03,Biofuels Production Managers
http://data.europa.eu/esco/occupation/0d21a30d-25d9-427b-b8e4-339408425ff5,1321.2.1.1,chemical production manager,17-2041.00,Chemical Engineers
http://data.europa.eu/esco/occupation/3afd6af4-0c34-4311-ad73-65adc2571f0c,1321.2.1.2,clothing operations manager,11-9199.00,"Managers, All Other"
http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96,1321.2.1.3,food production manager,11-9199.00,"Managers, All Other"
http://data.europa.eu/esco/occupation/6482664d-48f4-4ff4-9346-584ac0e2f729,1321.2.1.4,footwear production manager,11-3051.00,Industrial Production Managers
http://data.europa.eu/esco/occupation/a2bc52c2-9802-4929-a95c-6379d9f19204,1321.2.1.5,leather finishing operations manager,11-3051.00,Industrial Production Managers
http://data.europa.eu/esco/occupation/316309e4-5fce-4dca-85d1-07702217ea19,1321.2.1.6,leather production manager,11-3051.00,Industrial Production Managers
http://data.europa.eu/esco/occupation/e5257110-e7f1-453a-a2dc-bd374945bc4a,1321.2.1.6.1,leather goods production manager,11-3051.00,Industrial Production Managers
http://data.europa.eu/esco/occupation/262d4e45-0cf7-4399-be6f-3d5e96826ef2,1321.2.1.6.2,leather wet processing department manager,51-1011.00,First-Line Supervisors of Production and Operating Workers
http://data.europa.eu/esco/occupation/45517bc3-0887-416d-95fe-6ace1b90bddd,1321.2.1.7,metallurgical manager,11-3051.00,Industrial Production Managers
http://data.europa.eu/esco/occupation/0368c4d4-94cf-4168-a84d-283a25880e0d,1321.2.1.8,metal production manager,11-3051.00,Industrial Production Managers
http://data.europa.eu/esco/occupation/fdb16700-109e-4d02-949e-3213f278df93,1321.2.2,industrial quality manager,11-3051.01,Quality Control Systems Managers
http://data.europa.eu/esco/occupation/fdb16700-109e-4d02-949e-3213f278df93,1321.2.2,industrial quality manager,19-4099.01,Quality Control Analysts
http://data.europa.eu/esco/occupation/02f26b2f-879c-4811-8381-65e8dd3f4a16,1321.2.2.1,footwear quality manager,11-3051.01,Quality Control Systems Managers
http://data.europa.eu/esco/occupation/1f8967ce-9faa-4d56-a656-50e041f7d07e,1321.2.2.2,leather goods quality manager,11-3051.01,Quality Control Systems Managers
http://data.europa.eu/esco/occupation/652b847f-837a-4a08-bd5e-36397fe56455,1321.2.2.3,textile quality manager,11-3051.01,Quality Control Systems Managers
http://data.europa.eu/esco/occupation/c6bd511a-d966-4df9-a48e-4f800354f268,1321.2.3,operations manager,11-1021.00,General and Operations Managers
http://data.europa.eu/esco/occupation/c6bd511a-d966-4df9-a48e-4f800354f268,1321.2.3,operations manager,11-3013.00,Facilities Managers
